,authority_control,character_code,character_id,image_id,label_eng,label_ja,label_ka,play_id,sort_ja
612,May 1980 Program; Bunka dejitaru raiburarii,Ise-03,618,[52338],Mitsugi,Fukuoka Mitsugi,福岡貢,[104],ふくおかみつぐ
613,May 1980 Program; Bunka dejitaru raiburarii,Ise-04,619,[nan],Kisuke,Ryōrinin Kisuke,料理人喜助,[104],きすけ
614,May 1980 Program; Bunka dejitaru raiburarii,Ise-05,620,[nan],Iwaji,Tokushima Iwaji,徳島岩次,[104],とくしまいわじ
615,May 1980 Program; Bunka dejitaru raiburarii,Ise-06,621,[nan],Kitaroku,Aidamaya Kitaroku,藍玉屋北六,[104],あいだまやきたろく
616,May 1980 Program; Bunka dejitaru raiburarii,Ise-07,622,[nan],Oshika,Jorō Oshika,女郎お鹿,[104],おしか
617,May 1980 Program; Bunka dejitaru raiburarii,Ise-08,623,[nan],Night watchman,Okiban otoko,起番男,[104],おきばんおとこ
618,May 1980 Program,Ise-09,624,[nan],Waitress,Nakai,仲居,[104],なかい
619,May 1980 Program,Ise-10,625,[nan],Maid,Gejo,下女,[104],げじょ
620,May 1980 Program,Ise-11,626,[nan],Junior courtesan,Kojorō,小女郎,[104],こじょろう
621,May 1980 Program,Ise-12,627,[nan],Tea house guest,Tomari kyaku,泊り客,[104],とまりきゃく
622,"May 1980 Program; Daijirin (Tokyo: Sanseido, 1995)",Ise-13,628,[nan],Courtesan,Aikata jorō,相方女郎,[104],あいかたじょろう
623,May 1982 Program; Bunka dejitaru raiburarii,Kagamiyama-01,629,[nan],Matasuke,Torii Matasuke,鳥井又助,[30],とりいまたすけ
624,May 1982 Program; May 1982 Program; Bunka dejitaru raiburariiBunka dejitaru raiburarii,Kagamiyama-02,630,[nan],Lord of Taga,Tagano Tairyō (Maeda Tairyō),多賀大領 (前田大領),[30],たがのたいりょう（まえだたいりょう）
625,May 1982 Program; Bunka dejitaru raiburarii,Kagamiyama-03,631,[nan],"Sanzaemon, a page",Kinjū Sanzaemon,近習山左衛門,[30],さんざえもん
626,May 1982 Program; October 1986 Program; Bunka dejitaru raiburarii,Kagamiyama-04,632,[nan],"Odai, wife of Matasuke",Nyōbō Odai,女房お大,[30],おだい
627,May 1982 Program; Bunka dejitaru raiburarii,Kagamiyama-05,633,[nan],"Tarosaku, a messanger",Aruki no Tarosaku,歩き太郎作,[30],あるきのたろうさく
628,May 1982 Program; October 1968 Program; Bunka dejitaru raiburarii,Kagamiyama-06,634,[nan],"Saibei, Proprietor of the tea house Kutsuwa",Teishu Saibei (Kutsuwa no teishu),亭主才兵衛 (くつわの亭主),[30],さいべい（くつわのていしゅ）
629,May 1982 Program; Bunka dejitaru raiburarii,Kagamiyama-07,635,[nan],Motome,Tanizawa Motome,谷沢求馬,[30],たにざわもとめ
630,May 1982 Program; October 1986 Program; Bunka dejitaru raiburarii,Kagamiyama-08,636,[nan],"Jirosaku, Village headman",Shōya Jirosaku,庄屋治郎作,[30],じろうさく
631,May 1982 Program; October 1986 Program; Bunka dejitaru raiburarii,Kagamiyama-09,637,[nan],"Matakichi, son of Matasuke",Segare Matakichi,伜又吉,[30],またきち
632,May 1982 Program; October 1986 Program; Bunka dejitaru raiburarii,Kagamiyama-10,638,[nan],"Shoji Yasuda, chief retainer",Yasudano Shōji,安田庄司,[30],やすだのしょうじ
633,"May 1982 Program; October 1968 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kagamiyama-11,639,"[52334, 52335]","Iwafuji, chief lady-in-waiting",Tsubone Iwafuji,局岩藤,[30],いわふじ
634,"May 1982 Program; October 1968 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kagamiyama-12,640,[52334],"Onoe, lady-in-waiting",Churō Onoe,中老尾上,[30],おのえ
635,May 1982 Program; October 1986 Program; Bunka dejitaru raiburarii,Kagamiyama-13,641,[nan],"Zenroku, a merchant",Washi no Zenroku,鷲の善六,[30],わしのぜんろく
636,May 1982 Program; October 1986 Program; Bunka dejitaru raiburarii,Kagamiyama-14,642,[nan],"Onaka, a maid",Koshimoto Onaka (Onatsu),腰元お仲(お夏),[30],おなか（おなつ）
637,May 1982 Program; October 1986 Program; Bunka dejitaru raiburarii,Kagamiyama-15,643,[52334],"Ofuyu, a maid",Koshimoto Ofuyu,腰元お冬,[30],おふゆ
638,"May 1982 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kagamiyama-16,644,[52335],"Ohatsu, Onoe's maid",Meshitsukai Ohatsu,召使お初,[30],おはつ
639,May 1982 Program; October 1986 Program; Bunka dejitaru raiburarii,Kagamiyama-17,645,[nan],"Danjo, Iwafuji's uncle",Oji Danjō,伯父弾正,[30],だんじょう
640,May 1982 Program; October 1986 Program; Bunka dejitaru raiburarii,Kagamiyama-18,646,[nan],Toma,Shinobi Tōma,忍び当馬,[30],しのびとうま
641,May 1983 Program; Bunka dejitaru raiburarii,Kamakura-01,647,[nan],Shinzaemon,Furugori Shinzaemon,古郡新左衛門,[11],ふるごおりしんざえもん
642,"May 1983 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kamakura-02,648,[nan],Rokuro,Tondano Rokurō,富田六郎,[11],とみたろくろう
643,"May 1983 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006), p. 379.",Kamakura-03,649,[nan],Tokimasa,Hōjō Tokimasa,北條時政,[11],ほうじょうときまさ
644,May 1983 Program; Bunka dejitaru raiburarii,Kamakura-04,650,[nan],Page,Koshō,小姓,[11],こしょう
645,"May 1983 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006) p.39.",Kamakura-05,651,[nan],"Tozaburo, in fact Takatsuna",Adachi Tōzaburo jitsuwa Sasaki Takatsuna,安達藤三郎実は高綱 (藤三郎実は佐々木高綱),[11],あだちとうざぶろうじつはたかつな
646,May 1983 Program; Bunka dejitaru raiburarii,Kamakura-06,652,[nan],Kagaribi,Tsuma Kagaribi,妻篝火,[11],かがりび
647,May 1983 Program; Bunka dejitaru raiburarii,Kamakura-07,653,[nan],Yagoro,Dohi Yagorō,土肥弥五郎,[11],どひやごろう
648,"May 1983 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kamakura-08,654,[nan],Okuru,Nyōbō Okuru,女房おくる,[11],おくる
649,May 1983 Program; Bunka dejitaru raiburarii,Kamakura-09,655,[nan],Miuranosuke's mother,Miuranosuke haha,三浦之助母,[11],みうらのすけはは
650,"May 1983 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kamakura-10,656,[nan],Orachi,Nyōbō Orachi,女房おらち,[11],おらち
651,"May 1983 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kamakura-11,657,[nan],Lady-in-waiting Sanuki,Sanuki no tsubone,讃岐の局,[11],さぬきのつぼね
652,"May 1983 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kamakura-12,658,[nan],Lady-in-waiting Awa,Awa no tsubone,阿波の局,[11],あわのつぼね
653,"May 1983 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kamakura-13,659,[nan],Tokihime,Hōjō Tokihime,北條時姫,[11],ほうじょうときひめ
654,"May 1983 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kamakura-14,660,[nan],Miuranosuke,Miuranosuke,三浦之助,[11],みうらのすけ
655,May 1983 Program; Bunka dejitaru raiburarii,Kamakura-15,661,[nan],Shigarami,Koshimoto Shigarami,腰元柵,[11],しがらみ
656,May 1983 Program,Kamakura-16,662,[nan],Sakuragi,Koshimoto Sakuragi,腰元桜木,[11],さくらぎ
657,May 1983 Program,Kamakura-17,663,[nan],Shigure,Koshimoto Shigure,腰元時雨,[11],しぐれ
658,May 1983 Program; Bunka dejitaru raiburarii,Kamakura-18,664,[nan],Gemba,Iimori Genba,飯盛玄番,[11],いいもりげんば
659,"May 1983 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kamakura-19,665,[nan],Yoshitoki,Hōjō Yoshitoki,北條義時,[11],ほうじょうよしとき
660,"January 1991 Program; Bunka dejitaru raiburarii; Daijirin (Tokyo: Sanseido, 1995)",Kamiko-01,666,[nan],Gompachi,Bantō Gonpachi,番頭権八,[108],ごんぱち
661,January 1991 Program; Bunka dejitaru raiburarii,Kamiko-02,667,[nan],Eizaburo's mother (Myosan),Haha Myōsan,母妙三,[108],みょうさん
662,January 1991 Program; Bunka dejitaru raiburarii,Kamiko-03,668,[nan],Eizaburo,Daimonjiya Eizaburō,大文字屋栄三郎,[108],だいもんじやえいざぶろう
663,January 1991 Program; Bunka dejitaru raiburarii,Kamiko-04,669,[nan],Chubei,Tedai Chūbei,手代忠兵衛,[108],ちゅうべい
664,January 1991 Program,Kamiko-05,670,[nan],Apprentice,Decchi,丁稚,[108],でっち
665,January 1991 Program,Kamiko-06,671,[nan],Maid,Gejo,下女,[108],げじょ
666,"January 1991 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kamiko-07,672,[nan],Omatsu,Yome Omatsu,嫁お松,[108],おまつ
667,"January 1991 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kamiko-08,673,[nan],Sukeemon,Yorozuya Sukeemon,万屋助右衛門,[108],よろずやすけえもん
668,"January 1991 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kamiko-09,674,[nan],Denkuro,Tedai Denkurō,手代伝九郎,[108],でんくろう
669,"January 1985 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kanadehon-01,675,"[45787, 48670, 48671, 48672, 54293, 54306, 54319, 54320, 54321, 54871, 59871, 59872, 59877, 59879, 59880, 59893, 59894, 60282, 60285]",Tadayoshi,Ashikaga Tadayoshi,足利直義,[63],あしかがただよし
670,"January 1985 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kanadehon-02,676,"[45787, 45789, 45791, 48673, 48674, 48678, 48679, 48680, 48681, 48682, 48683, 48684, 48685, 48686, 52367, 54293, 54298, 54300, 54306, 54307, 54308, 54309, 54310, 54311, 54312, 54313, 54314, 54317, 54318, 54320, 54321, 54323, 54360, 54362, 54363, 54382, 54385, 54393, 54394, 54395, 54396, 54397, 54398, 54399, 54400, 54401, 54402, 54403, 54404, 54406, 54409, 54410, 54411, 54412, 54413, 54414, 54417, 59871, 59872, 59874, 59875, 59876, 59877, 59879, 59888, 59889, 59890, 59891, 59892, 59893, 59894, 59896, 59897, 59945, 59946, 59950, 59951, 59952, 59953, 59954, 59955, 59958, 59959, 59960, 59961, 59962, 59963, 59964, 59965, 59966, 59967, 59968, 59969, 59970, 59971, 59972, 59973, 59974, 59975, 60286, ...]",Moronao,Kōno Moronō (Moronao),高師直,[63],こうのもろなお
671,"January 1985 Program; Bunka dejitaru raiburarii; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kanadehon-03,677,"[45787, 45791, 45795, 48670, 48671, 48672, 48683, 48684, 48685, 48686, 48691, 52363, 52367, 54293, 54294, 54295, 54296, 54297, 54303, 54321, 54355, 54392, 54393, 54394, 54398, 54399, 54403, 54406, 54407, 54408, 54413, 54414, 54415, 54416, 54418, 54420, 54441, 54443, 54444, 54446, 54447, 54448, 54449, 54450, 54451, 54452, 54456, 54457, 54458, 54459, 54460, 54461, 54462, 54463, 54464, 54465, 54466, 54467, 54468, 54470, 54471, 54472, 54476, 54477, 54478, 54479, 54480, 54482, 54483, 54484, 54485, 54486, 54487, 54488, 54489, 54491, 54498, 54499, 54500, 54872, 54884, 59871, 59872, 59873, 59877, 59879, 59881, 59883, 59886, 59887, 59894, 59954, 59955, 59956, 59957, 59961, 59964, 59965, 59966, 59967, ...]",Hangan,Enya Hangan,塩谷判官,[63],えんやはんがん
672,"January 1985 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006); Bunka dejitaru raiburarii",Kanadehon-04,678,"[45787, 45789, 48673, 48678, 48679, 48680, 48681, 48682, 54314, 54316, 54321, 54322, 54324, 54325, 54339, 54340, 54341, 54342, 54344, 54346, 54347, 54348, 54349, 54382, 54383, 54384, 54385, 54386, 54387, 54388, 54389, 54390, 54391, 54392, 54404, 54405, 54837, 54840, 54848, 54860, 54861, 54862, 54863, 54864, 54865, 54866, 59871, 59872, 59874, 59875, 59876, 59877, 59879, 59892, 59893, 59894, 59895, 59896, 59898, 59901, 59902, 59903, 59905, 59909, 59910, 59911, 59945, 59946, 59947, 59949, 59950, 59951, 59952, 59953, 59958, 59959, 59960, 60280, 60292, 60294, 60295, 60296]",Wakasanosuke,Momonoi Wakasanosuke,桃井若狭助,[63],もものいわかさのすけ
673,"January 1985 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kanadehon-05,679,"[45787, 48674, 54295, 54297, 54299, 54301, 54302, 54303, 54304, 54305, 54307, 54308, 54310, 54311, 54312, 54313, 54314, 54315, 54436, 54438, 54440, 54498, 54499, 54500, 54502, 54503, 54504, 54882, 59877, 59878, 59879, 59881, 59882, 59883, 59884, 59885, 59886, 59887, 59888, 59889, 59890, 59983, 59984, 59985, 59986, 59988, 59991, 59992, 59993, 60027, 60028, 60032, 60033, 60034, 60035, 60036]",Kaoyo,Kaoyo Gozen,顔世御前,[63],かおよごぜん
674,"December 1976 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kanadehon-06,680,"[45807, 48714, 54357, 54358, 54360, 54361, 54363, 54371, 54372, 54374, 54375, 54376, 54423, 54424, 54429, 54430, 54628, 54629, 54657, 54658, 54666, 54667, 59913, 59916, 59917, 59918, 59919, 59920, 59921, 59922, 59923, 59927, 59928, 59935, 59936, 59937, 59938, 59939, 59940, 59942, 59943, 60124, 60125, 60146, 60147, 60148]",Bannai,Sagisaka Bannai,鷺坂伴内,[63],さぎさかばんない
675,"January 1985 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kanadehon-07,681,"[45811, 45912, 45914, 45916, 48722, 48723, 48724, 48725, 54326, 54327, 54329, 54330, 54331, 54341, 54343, 54345, 54346, 54347, 54348, 54350, 54351, 54352, 54353, 54357, 54359, 54415, 54418, 54419, 54813, 54821, 54822, 54823, 54824, 54825, 59901, 59902, 59904, 59906, 59907, 59908, 59909, 59910, 59911, 59919, 59920, 59921, 59922, 59923, 59924, 59957, 60216, 60217, 60222, 60223, 60231, 60232, 60234, 60235, 60236, 60237, 60238, 60239, 60240, 60241, 60242, 60243, 60244, 60245, 60246, 60247, 60249, 60250, 60251, 60252, 60253, 60254, 60255, 60256, 60260, 60262, 60265, 60266, 60267, 60269, 60270, 60283]",Honzo,Kakogawa Honzō,加古川本蔵,[63],かこがわほんぞう
676,"January 1985 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kanadehon-08,682,"[45789, 45793, 45803, 45805, 48676, 48677, 48687, 48688, 48689, 48690, 48707, 48708, 48710, 48711, 52380, 52383, 54365, 54367, 54368, 54369, 54370, 54377, 54378, 54379, 54380, 54381, 54421, 54422, 54423, 54425, 54426, 54427, 54428, 54431, 54432, 54433, 54531, 54532, 54534, 54535, 54536, 54537, 54538, 54539, 54540, 54541, 54543, 54547, 54561, 54562, 54563, 54564, 54571, 54572, 54573, 54574, 54575, 54576, 54577, 54578, 54585, 54586, 54587, 54589, 54590, 54593, 54594, 54595, 54597, 54598, 54599, 54600, 54601, 54602, 54603, 54604, 54605, 54606, 54607, 54608, 54609, 54610, 54611, 54612, 54613, 54614, 54615, 54618, 59925, 59926, 59929, 59930, 59931, 59932, 59933, 59935, 59936, 59941, 59942, 59943, ...]",Kampei,Hayano Kanpei,早野勘平,[63],はやのかんぺい
677,"January 1985 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kanadehon-09,683,"[45787, 45789, 45793, 45805, 45807, 48675, 48676, 48677, 48687, 48688, 48689, 48690, 48708, 48709, 48715, 48716, 48717, 52382, 54364, 54365, 54366, 54367, 54368, 54369, 54370, 54371, 54373, 54374, 54376, 54377, 54378, 54379, 54380, 54381, 54426, 54427, 54428, 54434, 54435, 54565, 54566, 54567, 54568, 54569, 54570, 54571, 54575, 54576, 54577, 54578, 54579, 54580, 54581, 54582, 54661, 54662, 54663, 54668, 54671, 54672, 54674, 54675, 54676, 54677, 54678, 54679, 54680, 54681, 54682, 54683, 54684, 54685, 54686, 54687, 54688, 54689, 54690, 54691, 54692, 54693, 54694, 54695, 54696, 54698, 54699, 54701, 54702, 54703, 54704, 54705, 54706, 54707, 54708, 54709, 54710, 54711, 54712, 54713, 54714, 54715, ...]",Okaru,"Koshimoto (Yūjo, Nyōbō, Musume) Okaru","腰元(遊女,女房, 娘)おかる",[63],おかる
678,"January 1985 Program; Bunka dejitaru raiburarii; Dejitaru daijisen (Shogakukan, 2006)",Kanadehon-10,684,"[48678, 48679, 48681, 48682, 54389, 54390, 54402, 54405, 54417, 54419, 59945, 59946, 59950, 59951, 59953, 59958, 59960, 59962, 59975, 60282, 60291, 60301]",Chinsai,Sadō Chinsai,茶道珍才,[63],さどうちんさい
679,"December 1976 Program; January 1985 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kanadehon-11,685,"[45795, 48692, 54335, 54337, 54338, 54339, 54437, 54457, 54460, 54469, 54497, 54506, 54642, 54643, 54644, 54774, 54775, 54828, 54829, 54830, 54831, 54834, 54846, 59984, 59986, 59988, 59992, 59993, 60006, 60007, 60011, 60012, 60013, 60014, 60022, 60024, 60029, 60030, 60031, 60032, 60035, 60139, 60140, 60236, 60241, 60242, 60243, 60250, 60251, 60253, 60254, 60255, 60256, 60257, 60258, 60260, 60265, 60267, 60269, 60275, 60276, 60277, 60278, 60279, 60280, 60282, 60283, 60287, 60291, 60292, 60294, 60295, 60296, 60297, 60298, 60301]",Rikiya,Ōboshi Rikiya,大星力弥,[63],おおぼしりきや
680,"January 1985 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kanadehon-12,686,"[48692, 48693, 48711, 52380, 52383, 54439, 54505, 54591, 54592, 54597, 54598, 54599, 54600, 54602, 54606, 54607, 54608, 54612, 54613, 54614, 54615, 54616, 54618, 54619, 54832, 54835, 54839, 54841, 59987, 59988, 59989, 59990, 59992, 59993, 59999, 60098, 60099, 60103, 60104, 60105, 60107, 60109, 60110, 60111, 60112, 60113, 60115, 60116, 60117, 60118, 60119, 60120, 60287, 60288, 60289, 64445]",Goemon,Hara Gōemon,原郷右衛門,[63],はらごうえもん
681,"January 1985 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kanadehon-13,687,"[48714, 54439, 54624, 54645, 54646, 54648, 54649, 54650, 54653, 54654, 54655, 54657, 54658, 54666, 54668, 54672, 54674, 54676, 54735, 54736, 54737, 54738, 54739, 59987, 59988, 59989, 59990, 60123, 60141, 60142, 60143, 60144, 60145, 60147, 60151, 60153, 60154, 60155, 60156, 60157, 60158, 60182, 64438]",Kudayu,Ono Kudayū,斧九太夫,[63],おのくだゆう
682,"January 1985 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kanadehon-14,688,"[45795, 54442, 54445, 54494, 54495, 54496, 54506, 59994, 59995, 59998, 60021]",Ishido,Ishidō Umanojō,石堂右馬丞,[63],いしどううまのじょう
683,"January 1985 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006); Bunka dejitaru raiburarii",Kanadehon-15,689,"[45795, 48691, 54455, 54458, 54461, 54463, 54466, 54487, 59994, 59995, 59998, 60021, 60024, 60029, 60283, 60288, 60289]",Yakushiji,Yakushiji Jirōzaemon,薬師寺次郎左衛門,[63],やくしじじろうざえもん
684,"December 1976 Program; January 1985 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kanadehon-16,690,"[45797, 45799, 45801, 45807, 45809, 48694, 48695, 48696, 48697, 48698, 48699, 48700, 48701, 48712, 48713, 48715, 48716, 48717, 48724, 48725, 52257, 52363, 52368, 52382, 54472, 54473, 54474, 54475, 54476, 54477, 54478, 54480, 54481, 54482, 54489, 54490, 54491, 54492, 54493, 54495, 54496, 54497, 54498, 54501, 54502, 54506, 54508, 54509, 54510, 54511, 54512, 54513, 54514, 54515, 54516, 54517, 54518, 54519, 54520, 54521, 54522, 54523, 54524, 54525, 54526, 54527, 54528, 54529, 54635, 54636, 54637, 54638, 54639, 54640, 54641, 54642, 54643, 54644, 54645, 54646, 54647, 54648, 54649, 54650, 54651, 54652, 54653, 54654, 54655, 54656, 54659, 54668, 54669, 54670, 54672, 54673, 54674, 54676, 54677, 54678, ...]",Ōboshi Yuranosuke,Ōboshi Yuranosuke,大星由良助,[63],おおぼしゆらのすけ
685,"January 1985 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kanadehon-17,691,"[45805, 48711, 52383, 54530, 54533, 54538, 54539, 54541, 54542, 54594, 54595, 54596, 54597, 54599, 54602, 54603, 54605, 54610, 54615, 54617, 54618, 54836, 54842, 54847, 60053, 60054, 60098, 60099, 60101, 60102, 60117, 60118, 60120, 60129, 60130, 60131, 60132, 60133, 60135, 60274, 60298]",Yagoro,Senzaki Yagorō,千崎弥五郎,[63],せんざきやごろう
686,"January 1985 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006); Bunka dejitaru raiburarii",Kanadehon-18,692,"[48704, 48705, 48706, 54549, 54550, 54551, 54552, 54553, 54554, 54555, 54560, 54584, 60061, 60062, 60063, 60064, 60067, 60068, 60069, 60070, 60071, 60096, 64423]",Yoichibei,Hyakushō Yoichibei,百姓与市兵衛,[63],よいちべい
687,"January 1985 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kanadehon-19,693,"[45801, 45803, 48702, 48703, 48704, 48705, 48706, 48707, 54544, 54545, 54546, 54548, 54550, 54551, 54552, 54553, 54554, 54555, 54556, 54557, 54558, 54559, 54560, 54562, 54563, 54564, 60056, 60057, 60058, 60059, 60060, 60062, 60063, 60064, 60065, 60066, 60068, 60069, 60070, 60071, 60072, 60073, 60074, 60075, 60076, 60078, 60079, 60080, 60287, 60288, 60289, 64423]",Sadakuro,Ono Sadakurō,斧定九郎,[63],おのさだくろう
688,"January 1985 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kanadehon-20,694,"[45805, 48708, 48709, 48710, 54567, 54568, 54569, 54571, 54579, 54584, 54585, 54586, 54587, 54589, 54599, 54616, 60081, 60082, 60083, 60084, 60085, 60086, 60087, 60089, 60090, 60094, 60095, 60096, 60097, 60098, 60100, 60112, 60113, 60114, 60115, 60117, 60118, 60119, 60120]",Yoichibei's wife,Yoichibei nyōbō,与市兵衛女房,[63],よいちべいにょうぼ
689,"January 1985 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Kanadehon-21,695,"[45805, 48709, 54570, 54571, 54572, 54573, 54574, 60086, 60087, 60088, 60089, 60090, 60091, 60092, 60094, 60095]",Saibei,Ichimonjiya Saibei,一文字屋才兵衛,[63],いちもんじやさいべい
